Id,Name,LastName,FirstName,Type,Alias,UserRoleId,RecordTypeId,IsActive,ProfileId,Title,Email,Phone,NameOrAlias,LastViewedDate,LastReferencedDate,Language
00BdM000009f74EUAQ,My Important Contacts,,,ListView,,,,False,,,,,My Important Contacts,2024-07-10T06:12:09.000+0000,2024-07-10T06:12:09.000+0000,
a00dM00000DMNYEQA5,Victor Ochoa,,,Broker__c,,,,False,,,,,Victor Ochoa,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyBQAT,Stunning Victorian,,,Property__c,,,,False,,,,,Stunning Victorian,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyCQAT,Ultimate Sophistication,,,Property__c,,,,False,,,,,Ultimate Sophistication,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyDQAT,Modern City Living,,,Property__c,,,,False,,,,,Modern City Living,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyEQAT,Stunning Colonial,,,Property__c,,,,False,,,,,Stunning Colonial,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyFQAT,Waterfront in the city,,,Property__c,,,,False,,,,,Waterfront in the city,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyGQAT,Quiet Retreat,,,Property__c,,,,False,,,,,Quiet Retreat,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyHQAT,City Living,,,Property__c,,,,False,,,,,City Living,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyIQAT,Heart of Harvard Square,,,Property__c,,,,False,,,,,Heart of Harvard Square,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyJQAT,Seaport District Retreat,,,Property__c,,,,False,,,,,Seaport District Retreat,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyKQAT,Contemporary City Living,,,Property__c,,,,False,,,,,Contemporary City Living,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyLQAT,Architectural Details,,,Property__c,,,,False,,,,,Architectural Details,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a01dM00000HEjyMQAT,Contemporary Luxury,,,Property__c,,,,False,,,,,Contemporary Luxury,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
003dM000003GnkiQAC,Leslie Martin,Martin,Leslie,Contact,,,,False,,,,,,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a00dM00000DMNYDQA5,Michelle Lambert,,,Broker__c,,,,False,,,,,Michelle Lambert,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a00dM00000DMNYCQA5,Miriam Aupont,,,Broker__c,,,,False,,,,,Miriam Aupont,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a00dM00000DMNYBQA5,Olivia Green,,,Broker__c,,,,False,,,,,Olivia Green,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a00dM00000DMNYAQA5,Jennifer Wu,,,Broker__c,,,,False,,,,,Jennifer Wu,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a00dM00000DMNY9QAP,Jonathan Bradley,,,Broker__c,,,,False,,,,,Jonathan Bradley,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a00dM00000DMNY8QAP,Michael Jones,,,Broker__c,,,,False,,,,,Michael Jones,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
a00dM00000DMNY7QAP,Caroline Kingsley,,,Broker__c,,,,False,,,,,Caroline Kingsley,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
003dM000003GnkjQAC,July Walker,Walker,July,Contact,,,,False,,,,,,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
003dM000003GnkkQAC,Anna Jones,Jones,Anna,Contact,,,,False,,,,,,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
003dM000003GnklQAC,John Connor,Connor,John,Contact,,,,False,,,,,,2024-07-10T06:11:48.000+0000,2024-07-10T06:11:48.000+0000,
